"GDP....per.capita.","Literacy....","Phones..per.1000.","Infant.mortality..per.1000.births.","Birthrate","Deathrate","Industry","Service","Climate"
-0.873661420584079,-2.31602008693185,-0.975395612396824,3.51234213172149,2.08488361838193,2.08727218350306,-0.342299627500752,-1.05335156850047,-1.58962288676138
-0.479639077207013,0.229658849816747,-0.65177390533115,-0.491560962809007,-0.705000421902192,-0.814793171067659,-0.71290855303024,0.147834083820663,1.27730403243546
-0.324103941663435,-0.602097634467449,-0.618935820349486,-0.223408357113852,-0.525150799743514,-0.931873850054969,2.22345447231878,-1.54831249056245,-1.58962288676138
-0.0545097067212319,0.658139462932848,1.19858079624435,-0.505421171331225,-0.788280542507688,-0.791760906348843,-0.769925310804007,1.36109195375307,-0.156159427162956
0.194346510148494,0.355682559556777,1.62642772955618,-0.549830410882005,-0.543755933070274,-0.786002840169139,-0.48484152193517,1.13775592794461,-0.156159427162956
0.215084528220971,0.763999379114473,0.0582901931129464,-0.670895089402602,-0.561475107667188,-0.367583364443997,0.498697549662315,-0.0453213979596194,1.27730403243546
-0.583329167569399,0.839613604958491,-0.0592606328359087,-0.441777356688387,-0.974331875775286,-0.237067197704044,0.391791128836502,-0.823979433886386,2.71076749203388
1.95707804630905,0.758958430724872,1.46556870457353,-0.933673328527917,-1.06647158367924,-0.534567283655407,0.320520181619292,0.654867223493907,-0.156159427162956
2.06076813667144,0.910186882412908,1.70067035647124,-0.96761669633743,-0.968130164666366,-0.375260786016935,-0.185503543622892,0.878203249302359,-1.58962288676138
2.16445822703382,0.809367914620884,1.16145948278682,-0.968465280532668,-1.26935613281391,0.0565941774608502,0.113834434689386,0.745408855578415,1.27730403243546
-0.593698176605637,0.758958430724872,-0.338146398042504,1.21183037843173,-0.20620565699906,0.0546748220676157,1.20427992711269,-0.920557174776527,-1.58962288676138
0.785380025214092,0.688385153270455,1.20143628189493,-0.387185106794754,-0.487054574360149,-0.0796800554588062,-1.55390573019331,2.08542501042913,-0.156159427162956
0.806118043286569,0.360723507946378,0.348121986646763,-0.611777057134366,-0.466677523573697,-1.022083553537,0.705383296592222,0.322881239184045,-1.58962288676138
-0.749233312149216,-1.95811275127017,-0.955883127117864,0.670433661869996,0.596472952241148,-0.229389776131105,-0.64163760581303,0.292700695155876,-0.156159427162956
0.681689934851706,0.779122224283277,1.3028060224905,-0.746701944177181,-0.917630517065161,-0.152615560401721,-0.912467205238425,1.36109195375307,-0.156159427162956
-0.313734932627196,0.890023088854503,0.52801758263327,-0.722093002515284,-1.05495412019125,0.87423957497879,0.199359571350037,0.220267389488269,2.71076749203388
2.07113714570767,0.809367914620884,1.21095456739686,-0.967899557735843,-1.12405890111921,0.154481302515815,-0.342299627500752,1.17397258077842,1.27730403243546
-0.438163041062059,0.612770927426437,-0.439992052913172,-0.373607759670948,0.511420914175961,-0.718825401405929,-0.969483963012192,0.34702567440658,-0.156159427162956
